Geography Id,Type,Name,Variable,Variable Description,Data Collection Period,Data Collection End Date,Sex,Age,Educational Attainment,HS Diploma,College Degree,Population Estimate,Change Rate,Location
1600000US1902755,place,"Arion city, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2012-2016,12/31/2016,Female,65 years and over,Bachelors Degree,Yes,Yes,0,,POINT (-95.462322 41.948161),1600000US1902755-2016-B15001_082E
1600000US1952545,place,"Minburn city, Iowa",B15001_044E,Female - 18 to 24 years,2013-2017,12/31/2017,Female,18 to 24 years,Any,NA,NA,1,-0.83,POINT (-94.028479 41.757544),1600000US1952545-2017-B15001_044E
1600000US1914160,place,"Clemons city, Iowa",B15001_044E,Female - 18 to 24 years,2013-2017,12/31/2017,Female,18 to 24 years,Any,NA,NA,5,-0.44,POINT (-93.158508 42.113898),1600000US1914160-2017-B15001_044E
1600000US1960780,place,"Oyens city, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2012-2016,12/31/2016,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,0,,POINT (-96.058238 42.819947),1600000US1960780-2016-B15001_078E
1600000US1912270,place,"Center Point city, Iowa",B15001_043E,Female,2013-2017,12/31/2017,Female,All,Any,NA,NA,938,0.06,POINT (-91.779436 42.1843),1600000US1912270-2017-B15001_043E
1600000US1923340,place,"Earlham city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-94.122251 41.494482),1600000US1923340-2017-B15001_045E
1600000US1952815,place,"Mingo city, Iowa",B15001_069E,Female - 45 to 64 years - Less than 9th grade,2012-2016,12/31/2016,Female,45 to 64 years,Less than 9th Grade,No,No,0,,POINT (-93.282618 41.766207),1600000US1952815-2016-B15001_069E
1600000US1978600,place,"Toronto city, Iowa",B15001_044E,Female - 18 to 24 years,2013-2017,12/31/2017,Female,18 to 24 years,Any,NA,NA,0,,POINT (-90.862757 41.902889),1600000US1978600-2017-B15001_044E
1600000US1970095,place,"St. Marys city, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2012-2016,12/31/2016,Female,65 years and over,Less than 9th Grade,No,No,0,,POINT (-93.733867 41.307687),1600000US1970095-2016-B15001_077E
1600000US1913215,place,"Chillicothe city, Iowa",B15001_076E,Female - 65 years and over,2012-2016,12/31/2016,Female,65 years and over,Any,NA,NA,13,,POINT (-92.532981 41.085835),1600000US1913215-2016-B15001_076E
1600000US1924375,place,"Elberon city, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2012-2016,12/31/2016,Female,65 years and over,Some College - No Degree,Yes,No,3,,POINT (-92.316115 42.005495),1600000US1924375-2016-B15001_080E
1600000US1921810,place,"Donnellson city, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2012-2016,12/31/2016,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,6,,POINT (-91.56159 40.644138),1600000US1921810-2016-B15001_075E
1600000US1937515,place,"Hull city, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2012-2016,12/31/2016,Female,65 years and over,Bachelors Degree,Yes,Yes,21,,POINT (-96.133913 43.189535),1600000US1937515-2016-B15001_082E
1600000US1926850,place,"Farmersburg city, Iowa",B15001_070E,Female - 45 to 64 years - 9th to 12th grade no diploma,2012-2016,12/31/2016,Female,45 to 64 years,9th to 12th Grade - No Diploma,No,No,1,,POINT (-91.367069 42.958867),1600000US1926850-2016-B15001_070E
1600000US1915870,place,"Conroy CDP, Iowa",B15001_043E,Female,2015-2019,12/31/2019,Female,All,Any,NA,NA,107,0.00,POINT (-91.998528 41.726613),1600000US1915870-2019-B15001_043E
1600000US1954705,place,"Mount Pleasant city, Iowa",B15001_043E,Female,2013-2017,12/31/2017,Female,All,Any,NA,NA,3070,-0.10,POINT (-91.547162 40.962205),1600000US1954705-2017-B15001_043E
1600000US1913485,place,"Clare city, Iowa",B15001_070E,Female - 45 to 64 years - 9th to 12th grade no diploma,2012-2016,12/31/2016,Female,45 to 64 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-94.344688 42.587455),1600000US1913485-2016-B15001_070E
1600000US1969465,place,"Ryan city, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2012-2016,12/31/2016,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,21,,POINT (-91.485139 42.352409),1600000US1969465-2016-B15001_071E
1600000US1969240,place,"Runnells city, Iowa",B15001_076E,Female - 65 years and over,2012-2016,12/31/2016,Female,65 years and over,Any,NA,NA,27,,POINT (-93.360397 41.514055),1600000US1969240-2016-B15001_076E
1600000US1942600,place,"Lake Park city, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2012-2016,12/31/2016,Female,65 years and over,Bachelors Degree,Yes,Yes,29,,POINT (-95.324947 43.446938),1600000US1942600-2016-B15001_082E
1600000US1925005,place,"Ellston city, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2012-2016,12/31/2016,Female,65 years and over,Some College - No Degree,Yes,No,0,,POINT (-94.108754 40.840493),1600000US1925005-2016-B15001_080E
1600000US1932520,place,"Gravity city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-94.743501 40.760165),1600000US1932520-2017-B15001_045E
1600000US1934545,place,"Harper city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-92.050951 41.363671),1600000US1934545-2017-B15001_045E
1600000US1919495,place,"Deep River city, Iowa",B15001_076E,Female - 65 years and over,2012-2016,12/31/2016,Female,65 years and over,Any,NA,NA,36,,POINT (-92.373227 41.581179),1600000US1919495-2016-B15001_076E
1600000US1908695,place,"Brooklyn city, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,3,,POINT (-92.445297 41.731528),1600000US1908695-2016-B15001_083E
1600000US1906085,place,"Bernard city, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2012-2016,12/31/2016,Female,65 years and over,Less than 9th Grade,No,No,1,,POINT (-90.831733 42.313243),1600000US1906085-2016-B15001_077E
1600000US1926265,place,"Exira city, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2012-2016,12/31/2016,Female,65 years and over,Associates Degree,Yes,Yes,2,,POINT (-94.881086 41.591976),1600000US1926265-2016-B15001_081E
1600000US1935445,place,"Hayesville city, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2012-2016,12/31/2016,Female,65 years and over,Bachelors Degree,Yes,Yes,0,,POINT (-92.2477 41.26471),1600000US1935445-2016-B15001_082E
1600000US1946515,place,"Lorimor city, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,2,,POINT (-94.057049 41.126676),1600000US1946515-2016-B15001_083E
1600000US1919360,place,"Decatur City city, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2012-2016,12/31/2016,Female,65 years and over,Bachelors Degree,Yes,Yes,0,,POINT (-93.832822 40.74209),1600000US1919360-2016-B15001_082E
1600000US1935220,place,"Haverhill city, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2012-2016,12/31/2016,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,11,,POINT (-92.96074 41.944121),1600000US1935220-2016-B15001_071E
1600000US1902800,place,"Arispe city, Iowa",B15001_043E,Female,2013-2017,12/31/2017,Female,All,Any,NA,NA,39,0.39,POINT (-94.219259 40.946302),1600000US1902800-2017-B15001_043E
1600000US1973785,place,"Soldier city, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2012-2016,12/31/2016,Female,45 to 64 years,Associates Degree,Yes,Yes,4,,POINT (-95.780169 41.984207),1600000US1973785-2016-B15001_073E
1600000US1978195,place,"Tingley city, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,0,,POINT (-94.195749 40.852837),1600000US1978195-2016-B15001_083E
1600000US1956055,place,"Newhall city, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2012-2016,12/31/2016,Female,45 to 64 years,Associates Degree,Yes,Yes,20,,POINT (-91.967341 41.993329),1600000US1956055-2016-B15001_073E
1600000US1987060,place,"Worthington city, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2012-2016,12/31/2016,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,23,,POINT (-91.120761 42.398071),1600000US1987060-2016-B15001_071E
1600000US1983280,place,"Wellman city, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2012-2016,12/31/2016,Female,65 years and over,Associates Degree,Yes,Yes,10,,POINT (-91.835371 41.469264),1600000US1983280-2016-B15001_081E
1600000US1968295,place,"Rockwell City city, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,3,,POINT (-94.628916 42.398131),1600000US1968295-2016-B15001_083E
1600000US1907255,place,"Bolan CDP, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2012-2016,12/31/2016,Female,65 years and over,Less than 9th Grade,No,No,0,,POINT (-93.108502 43.37348),1600000US1907255-2016-B15001_077E
1600000US1968295,place,"Rockwell City city, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2012-2016,12/31/2016,Female,65 years and over,Some College - No Degree,Yes,No,42,,POINT (-94.628916 42.398131),1600000US1968295-2016-B15001_080E
1600000US1912945,place,"Chatsworth city, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2012-2016,12/31/2016,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,4,,POINT (-96.514451 42.916316),1600000US1912945-2016-B15001_071E
1600000US1928965,place,"Fredericksburg city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-92.196376 42.964644),1600000US1928965-2017-B15001_045E
1600000US1980490,place,"Van Wert city, Iowa",B15001_043E,Female,2013-2017,12/31/2017,Female,All,Any,NA,NA,88,0.06,POINT (-93.792178 40.870742),1600000US1980490-2017-B15001_043E
1600000US1930900,place,"Gilman city, Iowa",B15001_044E,Female - 18 to 24 years,2013-2017,12/31/2017,Female,18 to 24 years,Any,NA,NA,3,-0.80,POINT (-92.78814 41.878809),1600000US1930900-2017-B15001_044E
1600000US1934410,place,"Harcourt city, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2012-2016,12/31/2016,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,1,,POINT (-94.174529 42.260562),1600000US1934410-2016-B15001_075E
1600000US1943365,place,"La Porte City city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,-1.00,POINT (-92.190878 42.313759),1600000US1943365-2017-B15001_045E
1600000US1940980,place,"Keota city, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2012-2016,12/31/2016,Female,65 years and over,Less than 9th Grade,No,No,6,,POINT (-91.95334 41.365102),1600000US1940980-2016-B15001_077E
1600000US1918390,place,"Danbury city, Iowa",B15001_076E,Female - 65 years and over,2012-2016,12/31/2016,Female,65 years and over,Any,NA,NA,51,,POINT (-95.721591 42.236432),1600000US1918390-2016-B15001_076E
1600000US1916860,place,"Council Bluffs city, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2012-2016,12/31/2016,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,603,,POINT (-95.853147 41.236005),1600000US1916860-2016-B15001_078E
1600000US1939675,place,"Jewell Junction city, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2012-2016,12/31/2016,Female,45 to 64 years,Bachelors Degree,Yes,Yes,25,,POINT (-93.638709 42.311647),1600000US1939675-2016-B15001_074E
1600000US1964470,place,"Prairie City city, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2012-2016,12/31/2016,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,4,,POINT (-93.239286 41.59542),1600000US1964470-2016-B15001_083E
1600000US1939855,place,"Joice city, Iowa",B15001_043E,Female,2013-2017,12/31/2017,Female,All,Any,NA,NA,79,-0.16,POINT (-93.458107 43.364789),1600000US1939855-2017-B15001_043E
1600000US1923385,place,"Earling city, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2012-2016,12/31/2016,Female,65 years and over,Less than 9th Grade,No,No,14,,POINT (-95.418991 41.776172),1600000US1923385-2016-B15001_077E
1600000US1950205,place,"Masonville city, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-91.591502 42.479848),1600000US1950205-2017-B15001_059E
1600000US1966450,place,"Renwick city, Iowa",B15001_054E,Female - 25 to 34 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,25 to 34 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-93.981334 42.826916),1600000US1966450-2017-B15001_054E
1600000US1919000,place,"Davenport city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,1802,-0.05,POINT (-90.603854 41.554387),1600000US1919000-2017-B15001_056E
1600000US1934725,place,"Hartley city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-95.47675 43.179047),1600000US1934725-2017-B15001_053E
1600000US1932925,place,"Green Mountain CDP, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-92.819626 42.101917),1600000US1932925-2017-B15001_045E
1600000US1923115,place,"Dyersville city, Iowa",B15001_060E,Female - 35 to 44 years,2013-2017,12/31/2017,Female,35 to 44 years,Any,NA,NA,201,-0.07,POINT (-91.116598 42.481486),1600000US1923115-2017-B15001_060E
1600000US1974820,place,"Stacyville city, Iowa",B15001_058E,Female - 25 to 34 years - Bachelor's degree,2013-2017,12/31/2017,Female,25 to 34 years,Bachelors Degree,Yes,Yes,4,3.00,POINT (-92.783945 43.439247),1600000US1974820-2017-B15001_058E
1600000US1975945,place,"Struble city, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-96.194585 42.894467),1600000US1975945-2017-B15001_059E
1600000US1926760,place,"Farley city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-91.009114 42.443755),1600000US1926760-2017-B15001_053E
1600000US1973290,place,"Sioux Center city, Iowa",B15001_049E,Female - 18 to 24 years - Associate's degree,2013-2017,12/31/2017,Female,18 to 24 years,Associates Degree,Yes,Yes,11,-0.65,POINT (-96.170926 43.074778),1600000US1973290-2017-B15001_049E
1600000US1928605,place,"Fort Madison city, Iowa",B15001_062E,Female - 35 to 44 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,35 to 44 years,9th to 12th Grade - No Diploma,No,No,7,-0.42,POINT (-91.351884 40.61986),1600000US1928605-2017-B15001_062E
1600000US1925005,place,"Ellston city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-94.108754 40.840493),1600000US1925005-2017-B15001_053E
1600000US1926760,place,"Farley city, Iowa",B15001_058E,Female - 25 to 34 years - Bachelor's degree,2013-2017,12/31/2017,Female,25 to 34 years,Bachelors Degree,Yes,Yes,31,0.11,POINT (-91.009114 42.443755),1600000US1926760-2017-B15001_058E
1600000US1928965,place,"Fredericksburg city, Iowa",B15001_049E,Female - 18 to 24 years - Associate's degree,2013-2017,12/31/2017,Female,18 to 24 years,Associates Degree,Yes,Yes,0,-1.00,POINT (-92.196376 42.964644),1600000US1928965-2017-B15001_049E
1600000US1969465,place,"Ryan city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-91.485139 42.352409),1600000US1969465-2017-B15001_053E
1600000US1939450,place,"Jefferson city, Iowa",B15001_062E,Female - 35 to 44 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,35 to 44 years,9th to 12th Grade - No Diploma,No,No,9,-0.53,POINT (-94.379417 42.016752),1600000US1939450-2017-B15001_062E
1600000US1949935,place,"Martinsburg city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,0,-1.00,POINT (-92.251918 41.178666),1600000US1949935-2017-B15001_057E
1600000US1909415,place,"Burchinal CDP, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-93.278516 43.064797),1600000US1909415-2017-B15001_059E
1600000US1982695,place,"Waukee city, Iowa",B15001_052E,Female - 25 to 34 years,2013-2017,12/31/2017,Female,25 to 34 years,Any,NA,NA,1402,-0.12,POINT (-93.871222 41.599282),1600000US1982695-2017-B15001_052E
1600000US1956145,place,"New Hartford city, Iowa",B15001_049E,Female - 18 to 24 years - Associate's degree,2013-2017,12/31/2017,Female,18 to 24 years,Associates Degree,Yes,Yes,0,,POINT (-92.623215 42.566573),1600000US1956145-2017-B15001_049E
1600000US1955785,place,"New Albin city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-91.288157 43.49698),1600000US1955785-2017-B15001_053E
1600000US1974820,place,"Stacyville city, Iowa",B15001_048E,Female - 18 to 24 years - Some college no degree,2013-2017,12/31/2017,Female,18 to 24 years,Some College - No Degree,Yes,No,3,-0.50,POINT (-92.783945 43.439247),1600000US1974820-2017-B15001_048E
1600000US1922620,place,"Dumont city, Iowa",B15001_061E,Female - 35 to 44 years - Less than 9th grade,2013-2017,12/31/2017,Female,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-92.973508 42.752193),1600000US1922620-2017-B15001_061E
1600000US1900865,place,"Albert City city, Iowa",B15001_058E,Female - 25 to 34 years - Bachelor's degree,2013-2017,12/31/2017,Female,25 to 34 years,Bachelors Degree,Yes,Yes,8,-0.47,POINT (-94.949139 42.781602),1600000US1900865-2017-B15001_058E
1600000US1924735,place,"Elkhart city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,23,-0.04,POINT (-93.524248 41.792288),1600000US1924735-2017-B15001_056E
1600000US1969195,place,"Rudd city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,4,-0.20,POINT (-92.904592 43.127523),1600000US1969195-2017-B15001_056E
1600000US1970590,place,"Sandyville city, Iowa",B15001_049E,Female - 18 to 24 years - Associate's degree,2013-2017,12/31/2017,Female,18 to 24 years,Associates Degree,Yes,Yes,0,,POINT (-93.386205 41.370933),1600000US1970590-2017-B15001_049E
1600000US1916050,place,"Coon Rapids city, Iowa",B15001_046E,Female - 18 to 24 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,18 to 24 years,9th to 12th Grade - No Diploma,No,No,0,-1.00,POINT (-94.678454 41.874768),1600000US1916050-2017-B15001_046E
1600000US1972660,place,"Sherrill city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,0,,POINT (-90.784158 42.60458),1600000US1972660-2017-B15001_057E
1600000US1923115,place,"Dyersville city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,17,-0.68,POINT (-91.116598 42.481486),1600000US1923115-2017-B15001_057E
1600000US1930540,place,"Gibson city, Iowa",B15001_054E,Female - 25 to 34 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,25 to 34 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-92.392045 41.480236),1600000US1930540-2017-B15001_054E
1600000US1969060,place,"Rowley city, Iowa",B15001_048E,Female - 18 to 24 years - Some college no degree,2013-2017,12/31/2017,Female,18 to 24 years,Some College - No Degree,Yes,No,10,9.00,POINT (-91.844496 42.368488),1600000US1969060-2017-B15001_048E
1600000US1947505,place,"Luzerne city, Iowa",B15001_047E,Female - 18 to 24 years - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,18 to 24 years,High School Diploma or Equivalent,Yes,No,1,-0.67,POINT (-92.180257 41.905702),1600000US1947505-2017-B15001_047E
1600000US1976035,place,"Sully city, Iowa",B15001_058E,Female - 25 to 34 years - Bachelor's degree,2013-2017,12/31/2017,Female,25 to 34 years,Bachelors Degree,Yes,Yes,13,0.08,POINT (-92.846834 41.578001),1600000US1976035-2017-B15001_058E
1600000US1917265,place,"Creston city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,91,-0.30,POINT (-94.365318 41.060329),1600000US1917265-2017-B15001_056E
1600000US1903475,place,"Atkins city, Iowa",B15001_054E,Female - 25 to 34 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,25 to 34 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-91.85856 41.994246),1600000US1903475-2017-B15001_054E
1600000US1932520,place,"Gravity city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,2,,POINT (-94.743501 40.760165),1600000US1932520-2017-B15001_056E
1600000US1986880,place,"Woodburn city, Iowa",B15001_060E,Female - 35 to 44 years,2013-2017,12/31/2017,Female,35 to 44 years,Any,NA,NA,9,-0.57,POINT (-93.596285 41.010873),1600000US1986880-2017-B15001_060E
1600000US1912675,place,"Chapin CDP, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,0,,POINT (-93.222042 42.835258),1600000US1912675-2017-B15001_056E
1600000US1976035,place,"Sully city, Iowa",B15001_051E,Female - 18 to 24 years - Graduate or professional degree,2013-2017,12/31/2017,Female,18 to 24 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-92.846834 41.578001),1600000US1976035-2017-B15001_051E
1600000US1917130,place,"Crawfordsville city, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-91.536627 41.213919),1600000US1917130-2017-B15001_059E
1600000US1963975,place,"Pocahontas city, Iowa",B15001_046E,Female - 18 to 24 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,18 to 24 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-94.666131 42.737136),1600000US1963975-2017-B15001_046E
1600000US1945390,place,"Linden city, Iowa",B15001_050E,Female - 18 to 24 years - Bachelor's degree,2013-2017,12/31/2017,Female,18 to 24 years,Bachelors Degree,Yes,Yes,0,,POINT (-94.27002 41.64274),1600000US1945390-2017-B15001_050E
1600000US1978285,place,"Tipton city, Iowa",B15001_054E,Female - 25 to 34 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,25 to 34 years,9th to 12th Grade - No Diploma,No,No,0,-1.00,POINT (-91.128372 41.76979),1600000US1978285-2017-B15001_054E
1600000US1934500,place,"Harlan city, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,26,1.00,POINT (-95.326861 41.649514),1600000US1934500-2017-B15001_059E
1600000US1949305,place,"Marble Rock city, Iowa",B15001_061E,Female - 35 to 44 years - Less than 9th grade,2013-2017,12/31/2017,Female,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-92.867772 42.964608),1600000US1949305-2017-B15001_061E
1600000US1902260,place,"Anita city, Iowa",B15001_053E,Female - 25 to 34 years - Less than 9th grade,2013-2017,12/31/2017,Female,25 to 34 years,Less than 9th Grade,No,No,0,,POINT (-94.765883 41.443745),1600000US1902260-2017-B15001_053E
1600000US1944400,place,"Le Mars city, Iowa",B15001_049E,Female - 18 to 24 years - Associate's degree,2013-2017,12/31/2017,Female,18 to 24 years,Associates Degree,Yes,Yes,33,-0.25,POINT (-96.173311 42.781514),1600000US1944400-2017-B15001_049E
1600000US1942645,place,"Lakeside city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,5,0.25,POINT (-95.17715 42.617811),1600000US1942645-2017-B15001_057E
1600000US1915825,place,"Conrad city, Iowa",B15001_056E,Female - 25 to 34 years - Some college no degree,2013-2017,12/31/2017,Female,25 to 34 years,Some College - No Degree,Yes,No,12,0.71,POINT (-92.87403 42.223401),1600000US1915825-2017-B15001_056E
1600000US1955110,place,"Muscatine city, Iowa",B15001_050E,Female - 18 to 24 years - Bachelor's degree,2013-2017,12/31/2017,Female,18 to 24 years,Bachelors Degree,Yes,Yes,152,0.67,POINT (-91.067946 41.419058),1600000US1955110-2017-B15001_050E
1600000US1969105,place,"Royal city, Iowa",B15001_046E,Female - 18 to 24 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,18 to 24 years,9th to 12th Grade - No Diploma,No,No,0,,POINT (-95.283721 43.064441),1600000US1969105-2017-B15001_046E
1600000US1927165,place,"Fayette city, Iowa",B15001_061E,Female - 35 to 44 years - Less than 9th grade,2013-2017,12/31/2017,Female,35 to 44 years,Less than 9th Grade,No,No,0,,POINT (-91.803675 42.841505),1600000US1927165-2017-B15001_061E
1600000US1968070,place,"Rockford city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,7,-0.70,POINT (-92.947778 43.052416),1600000US1968070-2017-B15001_057E
1600000US1983775,place,"West Chester city, Iowa",B15001_060E,Female - 35 to 44 years,2013-2017,12/31/2017,Female,35 to 44 years,Any,NA,NA,0,-1.00,POINT (-91.816948 41.340039),1600000US1983775-2017-B15001_060E
1600000US1945660,place,"Liscomb city, Iowa",B15001_057E,Female - 25 to 34 years - Associate's degree,2013-2017,12/31/2017,Female,25 to 34 years,Associates Degree,Yes,Yes,8,1.00,POINT (-93.006172 42.191029),1600000US1945660-2017-B15001_057E
1600000US1913080,place,"Cherokee city, Iowa",B15001_059E,Female - 25 to 34 years - Graduate or professional degree,2013-2017,12/31/2017,Female,25 to 34 years,Graduate or Professional Degree,Yes,Yes,0,-1.00,POINT (-95.552334 42.751144),1600000US1913080-2017-B15001_059E
1600000US1963750,place,"Pleasantville city, Iowa",B15001_045E,Female - 18 to 24 years - Less than 9th grade,2013-2017,12/31/2017,Female,18 to 24 years,Less than 9th Grade,No,No,0,,POINT (-93.272689 41.386121),1600000US1963750-2017-B15001_045E
